"STATE","COUNTY","TRUMP","CLINTON","REPORTING"
"Alabama","Autauga",18110,5908,100
"Alabama","Baldwin",72780,18409,100
"Alabama","Barbour",5431,4848,100
"Alabama","Bibb",6733,1874,100
"Alabama","Blount",22808,2150,100
"Alabama","Bullock",1139,3530,100
"Alabama","Butler",4891,3716,100
"Alabama","Calhoun",32803,13197,100
"Alabama","Chambers",7803,5763,100
"Alabama","Cherokee",8809,1524,100
"Alabama","Chilton",15068,2909,100
"Alabama","Choctaw",4102,3109,100
"Alabama","Clarke",7109,5712,100
"Alabama","Clay",5230,1234,100
"Alabama","Cleburne",5738,684,100
"Alabama","Coffee",15825,4194,100
"Alabama","Colbert",16718,7296,100
"Alabama","Conecuh",3413,3069,100
"Alabama","Coosa",3376,1780,100
"Alabama","Covington",13222,2379,100
"Alabama","Crenshaw",4511,1663,100
"Alabama","Cullman",32734,3730,100
"Alabama","Dale",13798,4408,100
"Alabama","Dallas",5784,12826,100
"Alabama","DeKalb",21779,3682,100
"Alabama","Elmore",27619,8436,100
"Alabama","Escambia",10282,4698,100
"Alabama","Etowah",32132,10350,100
"Alabama","Fayette",6705,1358,100
"Alabama","Franklin",9466,2197,100
"Alabama","Geneva",9967,1522,100
"Alabama","Greene",838,4006,100
"Alabama","Hale",3172,4772,100
"Alabama","Henry",5623,2286,100
"Alabama","Houston",30567,10547,100
"Alabama","Jackson",16643,3663,100
"Alabama","Jefferson",130614,151581,100
"Alabama","Lamar",5819,1035,100
"Alabama","Lauderdale",27735,9877,100
"Alabama","Lawrence",10732,3611,100
"Alabama","Lee",34321,20987,100
"Alabama","Limestone",28824,9340,100
"Alabama","Lowndes",1751,4882,100
"Alabama","Macon",1394,7237,100
"Alabama","Madison",89199,62435,100
"Alabama","Marengo",5224,5607,100
"Alabama","Marion",11273,1432,100
"Alabama","Marshall",29217,4913,100
"Alabama","Mobile",91087,68429,100
"Alabama","Monroe",5771,4310,100
"Alabama","Montgomery",33928,58669,100
"Alabama","Morgan",37392,11216,100
"Alabama","Perry",1403,3823,100
"Alabama","Pickens",5454,3972,100
"Alabama","Pike",7681,5039,100
"Alabama","Randolph",7697,2290,100
"Alabama","Russell",9210,9577,100
"Alabama","Shelby",72846,22927,100
"Alabama","St. Clair",31579,5550,100
"Alabama","Sumter",1581,4739,100
"Alabama","Talladega",20596,12108,100
"Alabama","Tallapoosa",12967,5271,100
"Alabama","Tuscaloosa",47701,31746,100
"Alabama","Walker",24208,4486,100
"Alabama","Washington",6031,2366,100
"Alabama","Wilcox",1737,4329,100
"Alabama","Winston",9225,871,100
"Alaska","Alaska",130415,93007,100
"Arizona","Apache",5315,12196,100
"Arizona","Cochise",25036,15291,100
"Arizona","Coconino",16573,25308,100
"Arizona","Gila",12342,6295,100
"Arizona","Graham",7899,3274,100
"Arizona","Greenlee",1892,1092,100
"Arizona","La Paz",3381,1318,100
"Arizona","Maricopa",566019,524360,100
"Arizona","Mohave",51312,15536,100
"Arizona","Navajo",18165,15362,100
"Arizona","Pima",138819,183199,100
"Arizona","Pinal",44432,29546,100
"Arizona","Santa Cruz",2556,7769,100
"Arizona","Yavapai",58573,29492,100
"Arizona","Yuma",20586,18336,100
"Arkansas","Arkansas",3825,1939,100
"Arkansas","Ashley",5338,2408,100
"Arkansas","Baxter",14655,4163,100
"Arkansas","Benton",60751,27894,100
"Arkansas","Boone",12225,2925,100
"Arkansas","Bradley",2163,1317,100
"Arkansas","Calhoun",1554,636,100
"Arkansas","Carroll",6773,3334,100
"Arkansas","Chicot",1716,2350,100
"Arkansas","Clark",4398,3606,100
"Arkansas","Clay",3779,1999,100
"Arkansas","Cleburne",9454,2101,100
"Arkansas","Cleveland",2460,723,100
"Arkansas","Columbia",5456,3140,100
"Arkansas","Conway",4844,2655,100
"Arkansas","Craighead",22798,10474,100
"Arkansas","Crawford",16655,4476,100
"Arkansas","Crittenden",6953,8368,100
"Arkansas","Cross",4577,1995,100
"Arkansas","Dallas",1507,1165,100
"Arkansas","Desha",1915,2227,100
"Arkansas","Drew",3967,2364,100
"Arkansas","Faulkner",29170,14525,100
"Arkansas","Franklin",5034,1376,100
"Arkansas","Fulton",3470,1067,100
"Arkansas","Garland",26053,12283,100
"Arkansas","Grant",5160,1407,100
"Arkansas","Greene",10698,3056,100
"Arkansas","Hempstead",4391,2371,100
"Arkansas","Hot Spring",8153,3137,100
"Arkansas","Howard",3155,1350,100
"Arkansas","Independence",9925,2878,100
"Arkansas","Izard",4042,1111,100
"Arkansas","Jackson",3262,1583,100
"Arkansas","Jefferson",9231,15721,100
"Arkansas","Johnson",6072,2421,100
"Arkansas","Lafayette",1750,1028,100
"Arkansas","Lawrence",4064,1263,100
"Arkansas","Lee",1229,1735,100
"Arkansas","Lincoln",2455,1252,100
"Arkansas","Little River",3604,1397,100
"Arkansas","Logan",5737,1712,100
"Arkansas","Lonoke",19902,5638,100
"Arkansas","Madison",4917,1587,100
"Arkansas","Marion",5077,1377,100
"Arkansas","Miller",11293,4273,100
"Arkansas","Mississippi",6988,5621,100
"Arkansas","Monroe",1400,1298,100
"Arkansas","Montgomery",2573,735,100
"Arkansas","Nevada",2001,1156,100
"Arkansas","Newton",2875,699,100
"Arkansas","Ouachita",5347,4320,100
"Arkansas","Perry",2979,1035,100
"Arkansas","Phillips",2443,4292,100
"Arkansas","Pike",3150,684,100
"Arkansas","Poinsett",3149,1878,100
"Arkansas","Polk",6606,1210,100
"Arkansas","Pope",15694,4818,100
"Arkansas","Prairie",2503,812,100
"Arkansas","Pulaski",61182,89377,100
"Arkansas","Randolph",4508,1425,100
"Arkansas","Saline",35852,13247,100
"Arkansas","Scott",2378,507,100
"Arkansas","Searcy",2955,601,100
"Arkansas","Sebastian",28769,12184,100
"Arkansas","Sevier",3281,1075,100
"Arkansas","Sharp",5405,1472,100
"Arkansas","St. Francis",3195,4031,100
"Arkansas","Stone",4081,1189,100
"Arkansas","Union",10201,5667,100
"Arkansas","Van Buren",5382,1547,100
"Arkansas","Washington",40418,32296,100
"Arkansas","White",21038,5157,100
"Arkansas","Woodruff",1344,1117,100
"Arkansas","Yell",4600,1472,100
"California","Alameda",59384,300185,100
"California","Alpine",211,318,100
"California","Amador",6069,3420,100
"California","Butte",35354,31638,100
"California","Calaveras",10126,6225,100
"California","Colusa",2709,1832,100
"California","Contra Costa",76743,201936,100
"California","Del Norte",4370,2997,100
"California","El Dorado",37286,28026,100
"California","Fresno",79858,82863,100
"California","Glenn",3405,1766,100
"California","Humboldt",10883,19596,100
"California","Imperial",5607,14331,100
"California","Inyo",3328,2499,100
"California","Kern",95064,64980,100
"California","Kings",13158,9077,100
"California","Lake",5752,6240,100
"California","Lassen",6155,1881,100
"California","Los Angeles",525308,1601382,100
"California","Madera",19221,13283,100
"California","Marin",13127,64333,100
"California","Mariposa",4317,2568,100
"California","Mendocino",3571,6905,100
"California","Merced",18486,21856,100
"California","Modoc",2413,798,100
"California","Mono",1989,2551,100
"California","Monterey",19580,47387,100
"California","Napa",9335,20454,100
"California","Nevada",14686,16199,100
"California","Orange",357174,396712,100
"California","Placer",55212,43915,100
"California","Plumas",5079,3224,100
"California","Riverside",219359,228731,100
"California","Sacramento",114359,186237,100
"California","San Benito",4358,6751,100
"California","San Bernardino",188080,220853,100
"California","San Diego",269422,390531,100
"California","San Francisco",26461,228211,100
"California","San Joaquin",56194,71349,100
"California","San Luis Obispo",39263,46965,100
"California","San Mateo",37996,152134,100
"California","Santa Barbara",38973,72605,100
"California","Santa Clara",91990,312994,100
"California","Santa Cruz",14523,60529,100
"California","Shasta",35256,15533,100
"California","Sierra",1044,596,100
"California","Siskiyou",8392,5252,100
"California","Solano",41481,79015,100
"California","Sonoma",37421,116027,100
"California","Stanislaus",52567,51171,100
"California","Sutter",10947,7599,100
"California","Tehama",10528,4764,100
"California","Trinity",2409,1876,100
"California","Tulare",33372,23663,100
"California","Tuolumne",10614,7075,100
"California","Ventura",97516,136848,100
"California","Yolo",13178,34460,100
"California","Yuba",8869,5115,100
"Colorado","Adams",55993,64628,100
"Colorado","Alamosa",3031,3168,100
"Colorado","Arapahoe",97841,132014,100
"Colorado","Archuleta",4234,2489,100
"Colorado","Baca",1716,278,100
"Colorado","Bent",1166,581,100
"Colorado","Boulder",34867,114294,100
"Colorado","Chaffee",5283,4773,100
"Colorado","Cheyenne",905,127,100
"Colorado","Clear Creek",2426,2585,100
"Colorado","Conejos",1885,1753,100
"Colorado","Costilla",581,1109,100
"Colorado","Crowley",1069,336,100
"Colorado","Custer",2059,797,100
"Colorado","Delta",11584,4048,100
"Colorado","Denver",38366,154599,100
"Colorado","Dolores",936,227,100
"Colorado","Douglas",100178,67045,100
"Colorado","Eagle",8153,12652,100
"Colorado","El Paso",176506,105807,100
"Colorado","Elbert",11536,3056,100
"Colorado","Fremont",15066,5275,100
"Colorado","Garfield",11551,10068,100
"Colorado","Gilpin",1564,1634,100
"Colorado","Grand",4467,3319,100
"Colorado","Gunnison",3123,4882,100
"Colorado","Hinsdale",339,197,100
"Colorado","Huerfano",1875,1631,100
"Colorado","Jackson",628,171,100
"Colorado","Jefferson",130233,151885,100
"Colorado","Kiowa",726,91,100
"Colorado","Kit Carson",2894,526,100
"Colorado","La Plata",12471,15300,100
"Colorado","Lake",1264,1600,100
"Colorado","Larimer",73080,82143,100
"Colorado","Las Animas",3656,2614,100
"Colorado","Lincoln",1873,399,100
"Colorado","Logan",7272,1843,100
"Colorado","Mesa",45955,20216,100
"Colorado","Mineral",344,237,100
"Colorado","Moffat",5293,874,100
"Colorado","Montezuma",7771,3920,100
"Colorado","Montrose",11623,4510,100
"Colorado","Morgan",8104,3128,100
"Colorado","Otero",2988,1719,100
"Colorado","Ouray",1337,1690,100
"Colorado","Park",6053,3351,100
"Colorado","Phillips",1791,436,100
"Colorado","Pitkin",2522,7239,100
"Colorado","Prowers",3508,1173,100
"Colorado","Pueblo",27746,27945,100
"Colorado","Rio Blanco",2497,403,100
"Colorado","Rio Grande",3060,1985,100
"Colorado","Routt",5149,7487,100
"Colorado","Saguache",1109,1345,100
"Colorado","San Juan",215,265,100
"Colorado","San Miguel",1030,2960,100
"Colorado","Sedgwick",1015,267,100
"Colorado","Summit",5064,9502,100
"Colorado","Teller",9580,3547,100
"Colorado","Washington",2284,289,100
"Colorado","Weld",69308,41721,100
"Colorado","Yuma",3755,701,100
"Connecticut","Fairfield",128534,184261,101
"Connecticut","Hartford",146004,229719,102
"Connecticut","Litchfield",53450,39774,103
"Connecticut","Middlesex",38423,44584,104
"Connecticut","New Haven",157067,201578,105
"Connecticut","New London",54726,62910,106
"Connecticut","Tolland",33983,38767,107
"Connecticut","Windham",25732,21767,108
"Delaware","Kent",36989,33347,100
"Delaware","New Castle",85507,162905,100
"Delaware","Sussex",62607,39329,100
"District of Columbia","District of Columbia",11553,260223,100
"Florida","Alachua",46584,75370,100
"Florida","Baker",10294,2112,100
"Florida","Bay",62010,21689,100
"Florida","Bradford",8913,2924,100
"Florida","Brevard",181620,119525,100
"Florida","Broward",258521,546956,100
"Florida","Calhoun",4647,1236,100
"Florida","Charlotte",60196,33421,100
"Florida","Citrus",54377,22765,100
"Florida","Clay",74898,27768,100
"Florida","Collier",105297,60941,100
"Florida","Columbia",20359,7599,100
"Florida","DeSoto",6744,3761,100
"Florida","Dixie",5822,1270,100
"Florida","Duval",210061,203627,100
"Florida","Escambia",88370,57114,100
"Florida","Flagler",33804,21985,100
"Florida","Franklin",4119,1738,100
"Florida","Gadsden",6721,14994,100
"Florida","Gilchrist",6740,1457,100
"Florida","Glades",2996,1271,100
"Florida","Gulf",5320,1715,100
"Florida","Hamilton",3439,1899,100
"Florida","Hardee",5238,2147,100
"Florida","Hendry",6192,4610,100
"Florida","Hernando",59029,31818,100
"Florida","Highlands",29509,14901,100
"Florida","Hillsborough",265928,306422,100
"Florida","Holmes",7476,852,100
"Florida","Indian River",48564,28997,100
"Florida","Jackson",14231,6383,100
"Florida","Jefferson",3930,3537,100
"Florida","Lafayette",2795,515,100
"Florida","Lake",101888,62597,100
"Florida","Lee",191141,124725,100
"Florida","Leon",53777,91936,100
"Florida","Levy",13758,5091,100
"Florida","Liberty",2542,651,100
"Florida","Madison",4849,3526,100
"Florida","Manatee",101681,71066,100
"Florida","Marion",107710,61958,100
"Florida","Martin",53182,30158,100
"Florida","Miami-Dade",333666,623006,100
"Florida","Monroe",21885,18949,100
"Florida","Nassau",34221,10849,100
"Florida","Okaloosa",71788,23711,100
"Florida","Okeechobee",9342,3953,100
"Florida","Orange",195091,329579,100
"Florida","Osceola",50252,85287,100
"Florida","Palm Beach",270762,371411,100
"Florida","Pasco",141943,89998,100
"Florida","Pinellas",238746,233327,100
"Florida","Polk",157216,117182,100
"Florida","Putnam",21873,9920,100
"Florida","Santa Rosa",65126,18398,100
"Florida","Sarasota",124098,97676,100
"Florida","Seminole",109265,105611,100
"Florida","St. Johns",88633,43037,100
"Florida","St. Lucie",70248,66812,100
"Florida","Sumter",52722,22631,100
"Florida","Suwannee",14281,3955,100
"Florida","Taylor",6923,2149,100
"Florida","Union",4567,1014,100
"Florida","Volusia",142763,108793,100
"Florida","Wakulla",10507,4348,100
"Florida","Walton",25695,6861,100
"Florida","Washington",8630,2261,100
"Georgia","Appling",5492,1434,100
"Georgia","Atkinson",1873,696,100
"Georgia","Bacon",3356,607,100
"Georgia","Baker",775,650,100
"Georgia","Baldwin",7691,7965,100
"Georgia","Banks",6130,684,100
"Georgia","Barrow",21105,6580,100
"Georgia","Bartow",29879,8204,100
"Georgia","Ben Hill",3734,2098,100
"Georgia","Berrien",5408,1041,100
"Georgia","Bibb",22589,34383,100
"Georgia","Bleckley",3717,1094,100
"Georgia","Brantley",5561,619,100
"Georgia","Brooks",3679,2504,100
"Georgia","Bryan",10513,4010,100
"Georgia","Bulloch",14476,8812,100
"Georgia","Burke",4491,4730,100
"Georgia","Butts",6717,2566,100
"Georgia","Calhoun",829,1178,100
"Georgia","Camden",12287,5914,100
"Georgia","Candler",2661,1023,100
"Georgia","Carroll",29983,12422,100
"Georgia","Catoosa",20860,4769,100
"Georgia","Charlton",2950,1004,100
"Georgia","Chatham",43649,58998,100
"Georgia","Chattahoochee",746,593,100
"Georgia","Chattooga",6457,1612,100
"Georgia","Cherokee",80611,25203,100
"Georgia","Clarke",12691,29514,100
"Georgia","Clay",566,697,100
"Georgia","Clayton",11740,75908,100
"Georgia","Clinch",1724,685,100
"Georgia","Cobb",152602,159416,100
"Georgia","Coffee",9575,4090,100
"Georgia","Colquitt",9892,3460,100
"Georgia","Columbia",43060,18863,100
"Georgia","Cook",4175,1752,100
"Georgia","Coweta",42513,16572,100
"Georgia","Crawford",3632,1419,100
"Georgia","Crisp",4539,2835,100
"Georgia","Dade",5047,965,100
"Georgia","Dawson",9880,1444,100
"Georgia","Decatur",6009,4104,100
"Georgia","DeKalb",47531,239131,100
"Georgia","Dodge",5021,1836,100
"Georgia","Dooly",1941,1860,100
"Georgia","Dougherty",10227,23224,100
"Georgia","Douglas",24803,30971,100
"Georgia","Early",2552,2165,100
"Georgia","Echols",1006,156,100
"Georgia","Effingham",17865,4851,100
"Georgia","Elbert",5269,2507,100
"Georgia","Emanuel",5330,2433,100
"Georgia","Evans",2404,1130,100
"Georgia","Fannin",9622,1920,100
"Georgia","Fayette",35034,23255,100
"Georgia","Floyd",24045,9127,100
"Georgia","Forsyth",69801,23427,100
"Georgia","Franklin",7054,1243,100
"Georgia","Fulton",110372,281875,100
"Georgia","Gilmer",10465,1955,100
"Georgia","Glascock",1235,138,100
"Georgia","Glynn",21482,11738,100
"Georgia","Gordon",15171,3176,100
"Georgia","Grady",6047,3005,100
"Georgia","Greene",5488,3194,100
"Georgia","Gwinnett",146463,165063,100
"Georgia","Habersham",13184,2483,100
"Georgia","Hall",51681,16153,100
"Georgia","Hancock",841,2695,100
"Georgia","Haralson",9579,1474,100
"Georgia","Harris",11931,4082,100
"Georgia","Hart",7285,2583,100
"Georgia","Heard",3370,743,100
"Georgia","Henry",45641,49902,100
"Georgia","Houston",35351,22460,100
"Georgia","Irwin",2711,890,100
"Georgia","Jackson",21754,4469,100
"Georgia","Jasper",4353,1544,100
"Georgia","Jeff Davis",4102,901,100
"Georgia","Jefferson",3057,3809,100
"Georgia","Jenkins",1892,1108,100
"Georgia","Johnson",2519,1136,100
"Georgia","Jones",8304,3960,100
"Georgia","Lamar",5183,2267,100
"Georgia","Lanier",1984,805,100
"Georgia","Laurens",12401,6737,100
"Georgia","Lee",10641,3166,100
"Georgia","Liberty",6125,9531,100
"Georgia","Lincoln",2759,1271,100
"Georgia","Long",2623,1356,100
"Georgia","Lowndes",21308,14614,100
"Georgia","Lumpkin",9613,2216,100
"Georgia","Macon",1540,2705,100
"Georgia","Madison",9195,2423,100
"Georgia","Marion",1921,1213,100
"Georgia","McDuffie",5432,3699,100
"Georgia","McIntosh",3482,2298,100
"Georgia","Meriwether",5216,3800,100
"Georgia","Miller",1888,622,100
"Georgia","Mitchell",4272,3492,100
"Georgia","Monroe",8821,3570,100
"Georgia","Montgomery",2668,847,100
"Georgia","Morgan",6559,2658,100
"Georgia","Murray",10340,1799,100
"Georgia","Muscogee",26901,39602,100
"Georgia","Newton",20907,21936,100
"Georgia","Oconee",12885,5253,100
"Georgia","Oglethorpe",4622,1829,100
"Georgia","Paulding",44646,18004,100
"Georgia","Peach",5405,5083,100
"Georgia","Pickens",11651,1977,100
"Georgia","Pierce",6301,903,100
"Georgia","Pike",7273,1239,100
"Georgia","Polk",11006,2863,100
"Georgia","Pulaski",2436,1104,100
"Georgia","Putnam",6516,2745,100
"Georgia","Quitman",575,461,100
"Georgia","Rabun",6287,1443,100
"Georgia","Randolph",1270,1597,100
"Georgia","Richmond",24441,48707,100
"Georgia","Rockdale",13463,23206,100
"Georgia","Schley",1472,401,100
"Georgia","Screven",3305,2300,100
"Georgia","Seminole",2343,1186,100
"Georgia","Spalding",15636,9347,100
"Georgia","Stephens",7682,1835,100
"Georgia","Stewart",805,1220,100
"Georgia","Sumter",5275,5520,100
"Georgia","Talbot",1196,2001,100
"Georgia","Taliaferro",349,545,100
"Georgia","Tattnall",5092,1678,100
"Georgia","Taylor",2062,1295,100
"Georgia","Telfair",2449,1313,100
"Georgia","Terrell",1872,2267,100
"Georgia","Thomas",11225,7138,100
"Georgia","Tift",8680,3892,100
"Georgia","Toombs",6612,2338,100
"Georgia","Towns",5377,1206,100
"Georgia","Treutlen",1808,860,100
"Georgia","Troup",15643,9597,100
"Georgia","Turner",2094,1243,100
"Georgia","Twiggs",2034,1970,100
"Georgia","Union",9849,1962,100
"Georgia","Upson",7288,3471,100
"Georgia","Walker",18938,4213,100
"Georgia","Walton",31093,8279,100
"Georgia","Ware",8508,3436,100
"Georgia","Warren",991,1313,100
"Georgia","Washington",4138,4187,100
"Georgia","Wayne",8147,2039,100
"Georgia","Webster",630,471,100
"Georgia","Wheeler",1421,646,100
"Georgia","White",9751,1672,100
"Georgia","Whitfield",21514,7925,100
"Georgia","Wilcox",2096,852,100
"Georgia","Wilkes",2569,1844,100
"Georgia","Wilkinson",2332,1893,100
"Georgia","Worth",6144,2015,100
"Hawaii","Hawaii",17500,41258,100
"Hawaii","Honolulu",90296,175634,100
"Hawaii","Kalawao",7574,16456,100
"Hawaii","Kauai",7574,16456,100
"Hawaii","Maui",13445,33479,100
"Idaho","Ada",93748,75676,100
"Idaho","Adams",1556,415,100
"Idaho","Bannock",17180,10342,100
"Idaho","Bear Lake",2203,255,100
"Idaho","Benewah",3101,780,100
"Idaho","Bingham",10907,2924,100
"Idaho","Blaine",3340,6416,100
"Idaho","Boise",2673,777,100
"Idaho","Bonner",10220,5140,100
"Idaho","Bonneville",26699,8930,100
"Idaho","Boundary",3789,933,100
"Idaho","Butte",914,160,100
"Idaho","Camas",410,110,100
"Idaho","Canyon",46755,16683,100
"Idaho","Caribou",2275,271,100
"Idaho","Cassia",5949,1036,100
"Idaho","Clark",203,44,100
"Idaho","Clearwater",2852,704,100
"Idaho","Custer",1777,427,100
"Idaho","Elmore",5816,1814,100
"Idaho","Franklin",3901,385,100
"Idaho","Fremont",4091,651,100
"Idaho","Gem",5980,1229,100
"Idaho","Gooding",3743,930,100
"Idaho","Idaho",6441,1196,100
"Idaho","Jefferson",8436,976,100
"Idaho","Jerome",7347,2117,100
"Idaho","Kootenai",44449,16264,100
"Idaho","Latah",7255,8093,100
"Idaho","Lemhi",3011,733,100
"Idaho","Lewis",1202,270,100
"Idaho","Lincoln",1184,360,100
"Idaho","Madison",8941,1201,100
"Idaho","Minidoka",4887,1167,100
"Idaho","Nez Perce",10699,4828,100
"Idaho","Oneida",1531,184,100
"Idaho","Owyhee",3052,591,100
"Idaho","Payette",4306,892,100
"Idaho","Power",1666,699,100
"Idaho","Shoshone",3297,1384,100
"Idaho","Teton",2161,2157,100
"Idaho","Twin Falls",21063,6844,100
"Idaho","Valley",2906,1913,100
"Idaho","Washington",3283,776,100
"Illinois","Adams",22732,7633,100
"Illinois","Alexander",1496,1262,100
"Illinois","Bond",4884,2066,100
"Illinois","Boone",12261,8952,100
"Illinois","Brown",1776,475,100
"Illinois","Bureau",9264,6010,100
"Illinois","Calhoun",1719,739,100
"Illinois","Carroll",4428,2437,100
"Illinois","Cass",3216,1617,100
"Illinois","Champaign",33235,49694,100
"Illinois","Christian",10522,3982,100
"Illinois","Clark",5620,1873,100
"Illinois","Clay",5009,1014,100
"Illinois","Clinton",12394,3939,100
"Illinois","Coles",12985,7285,100
"Illinois","Cook",440213,1528582,97
"Illinois","Crawford",6146,1969,100
"Illinois","Cumberland",4200,1028,100
"Illinois","De Witt",5072,1907,100
"Illinois","DeKalb",19051,20348,100
"Illinois","Douglas",5695,1946,100
"Illinois","DuPage",164355,222499,100
"Illinois","Edgar",5634,1778,100
"Illinois","Edwards",2777,432,100
"Illinois","Effingham",13613,3071,100
"Illinois","Fayette",7363,1814,100
"Illinois","Ford",4474,1410,100
"Illinois","Franklin",13101,4711,100
"Illinois","Fulton",8482,6118,100
"Illinois","Gallatin",1942,656,100
"Illinois","Greene",4139,1202,100
"Illinois","Grundy",13417,8021,100
"Illinois","Hamilton",3205,800,100
"Illinois","Hancock",5713,1744,100
"Illinois","Hardin",1650,419,100
"Illinois","Henderson",2153,1151,100
"Illinois","Henry",13962,8835,100
"Illinois","Iroquois",9728,2496,100
"Illinois","Jackson",10889,11619,100
"Illinois","Jasper",3973,924,100
"Illinois","Jefferson",11681,4408,100
"Illinois","Jersey",7737,2673,100
"Illinois","Jo Daviess",6113,4452,100
"Illinois","Johnson",4644,1135,100
"Illinois","Kane",82087,99389,100
"Illinois","Kankakee",25081,18908,100
"Illinois","Kendall",24152,23392,100
"Illinois","Knox",10658,9939,100
"Illinois","La Salle",26269,19277,100
"Illinois","Lake",108608,168186,100
"Illinois","Lawrence",4517,1288,100
"Illinois","Lee",8597,5499,100
"Illinois","Livingston",10197,4005,100
"Illinois","Logan",8167,3301,100
"Illinois","Macon",26782,18211,100
"Illinois","Macoupin",14194,6532,100
"Illinois","Madison",70295,50336,100
"Illinois","Marion",11677,4231,100
"Illinois","Marshall",3776,1784,100
"Illinois","Mason",4051,2008,100
"Illinois","Massac",4844,1555,100
"Illinois","McDonough",6789,5278,100
"Illinois","McHenry",71117,59827,100
"Illinois","McLean",37081,35918,100
"Illinois","Menard",4230,1808,100
"Illinois","Mercer",4800,3061,100
"Illinois","Monroe",12614,5522,100
"Illinois","Montgomery",8616,3490,100
"Illinois","Morgan",9060,4693,100
"Illinois","Moultrie",4453,1476,100
"Illinois","Ogle",14344,8025,100
"Illinois","Peoria",35299,37436,100
"Illinois","Perry",6816,2433,100
"Illinois","Piatt",5623,2633,100
"Illinois","Pike",5749,1412,100
"Illinois","Pope",1678,374,100
"Illinois","Pulaski",1583,817,100
"Illinois","Putnam",1762,1143,100
"Illinois","Randolph",9992,3421,100
"Illinois","Richland",5736,1579,100
"Illinois","Rock Island",26969,32258,100
"Illinois","Saline",8248,2551,100
"Illinois","Sangamon",49823,40731,100
"Illinois","Schuyler",2523,1074,100
"Illinois","Scott",1965,528,100
"Illinois","Shelby",8209,2279,100
"Illinois","St. Clair",53479,60180,100
"Illinois","Stark",1777,748,100
"Illinois","Stephenson",10845,7531,100
"Illinois","Tazewell",38620,20568,100
"Illinois","Union",5780,2389,100
"Illinois","Vermilion",18582,9876,100
"Illinois","Wabash",4039,1146,100
"Illinois","Warren",4267,2983,100
"Illinois","Washington",5566,1446,100
"Illinois","Wayne",6963,1048,100
"Illinois","White",5639,1412,100
"Illinois","Whiteside",12597,11005,100
"Illinois","Will",129726,146230,100
"Illinois","Williamson",21503,8539,100
"Illinois","Winnebago",53922,52595,100
"Illinois","Woodford",13180,5068,100
"Indiana","Adams",9642,2802,100
"Indiana","Allen",83801,55222,100
"Indiana","Bartholomew",20637,9841,100
"Indiana","Benton",2579,860,100
"Indiana","Blackford",3349,1243,100
"Indiana","Boone",19654,10181,100
"Indiana","Brown",5015,2518,100
"Indiana","Carroll",6273,1891,100
"Indiana","Cass",9697,3758,100
"Indiana","Clark",30012,18791,100
"Indiana","Clay",8528,2306,100
"Indiana","Clinton",8530,2819,100
"Indiana","Crawford",3013,1323,100
"Indiana","Daviess",8545,1800,100
"Indiana","Dearborn",18110,4883,100
"Indiana","Decatur",8488,2121,100
"Indiana","DeKalb",12054,3941,100
"Indiana","Delaware",24217,18100,100
"Indiana","Dubois",13365,5389,100
"Indiana","Elkhart",41810,20667,100
"Indiana","Fayette",6839,2252,100
"Indiana","Floyd",21427,13939,100
"Indiana","Fountain",5661,1476,100
"Indiana","Franklin",8665,1967,100
"Indiana","Fulton",6010,1960,100
"Indiana","Gibson",11079,3720,100
"Indiana","Grant",17009,7029,100
"Indiana","Greene",10275,2929,100
"Indiana","Hamilton",87299,57214,100
"Indiana","Hancock",25050,8901,100
"Indiana","Harrison",12993,4776,100
"Indiana","Hendricks",48326,22595,100
"Indiana","Henry",13895,5124,100
"Indiana","Howard",23675,11215,100
"Indiana","Huntington",11649,3506,100
"Indiana","Jackson",12857,3843,100
"Indiana","Jasper",9382,3329,100
"Indiana","Jay",5697,1889,100
"Indiana","Jefferson",8538,4325,100
"Indiana","Jennings",8222,2364,100
"Indiana","Johnson",45456,17318,100
"Indiana","Knox",11077,3772,100
"Indiana","Kosciusko",23909,6311,100
"Indiana","LaGrange",7025,2080,100
"Indiana","Lake",75565,116896,100
"Indiana","LaPorte",22678,19795,100
"Indiana","Lawrence",14034,4210,100
"Indiana","Madison",32376,18595,100
"Indiana","Marion",129028,209920,99
"Indiana","Marshall",12286,4798,100
"Indiana","Martin",3695,881,100
"Indiana","Miami",9975,2766,100
"Indiana","Monroe",20527,34183,100
"Indiana","Montgomery",11051,3362,100
"Indiana","Morgan",23671,6037,100
"Indiana","Newton",4074,1403,100
"Indiana","Noble",12198,3904,100
"Indiana","Ohio",2118,686,100
"Indiana","Orange",5800,2048,100
"Indiana","Owen",6151,1946,100
"Indiana","Parke",4863,1441,100
"Indiana","Perry",4556,3062,100
"Indiana","Pike",4398,1297,100
"Indiana","Porter",38719,33531,100
"Indiana","Posey",8393,3515,100
"Indiana","Pulaski",3854,1327,100
"Indiana","Putnam",10637,3356,100
"Indiana","Randolph",7515,2446,100
"Indiana","Ripley",9806,2471,100
"Indiana","Rush",5292,1525,100
"Indiana","Scott",6074,2642,100
"Indiana","Shelby",12718,4247,100
"Indiana","Spencer",6572,2861,100
"Indiana","St. Joseph",52019,52247,100
"Indiana","Starke",6367,2489,100
"Indiana","Steuben",10127,3741,100
"Indiana","Sullivan",6138,2113,100
"Indiana","Switzerland",2558,930,100
"Indiana","Tippecanoe",30711,27207,100
"Indiana","Tipton",5589,1587,100
